"locus","count_MCF10A","count_MDAMB436"
"L1FLnI_11q23.3m",1,6
"L1FLnI_11q24.3b",1,0
"L1FLnI_11q24.3i",1,1
"L1FLnI_12p13.2d",1,8
"L1FLnI_12p13.2i",1,8
"L1FLnI_12p13.1h",1,1
"L1FLnI_12p12.3j",1,0
"L1FLnI_12p12.3n",1,2
"L1FLnI_12p12.3s",1,12
"L1FLnI_12p12.3v",1,0
"L1FLnI_12p12.1o",1,3
"L1FLnI_12p12.1t",1,8
"L1FLnI_12p11.23d",1,0
"L1FLnI_12p11.22j",1,3
"L1FLnI_12q11a",1,0
"L1FLnI_12q12f",1,6
"L1FLnI_12q12k",1,0
"L1FLnI_12q12p",1,4
"L1FLnI_12q12u",1,8
"L1FLnI_12q12y",1,2
"L1FLnI_12q12aa",1,2
"L1FLnI_12q12ka",1,1
"L1FLnI_12q12pa",1,9
"L1FLnI_12q13.11b",1,0
"L1FLnI_12q13.11d",1,10
"L1FLnI_12q13.11n",1,2
"L1FLnI_12q13.2f",1,2
"L1FLnI_12q13.2i",1,0
"L1FLnI_12q13.2m",1,7
"L1FLnI_12q14.1g",1,12
"L1FLnI_12q14.1ea",1,3
"L1FLnI_12q14.2j",1,0
"L1FLnI_12q14.2l",1,7
"L1FLnI_12q14.3i",1,1
"L1FLnI_12q15d",1,1
"L1FLnI_12q15i",1,34
"L1FLnI_12q21.1e",1,2
"L1FLnI_12q21.1i",1,1
"L1FLnI_12q21.1n",1,3
"L1FLnI_12q21.1v",1,1
"L1FLnI_12q21.2b",1,10
"L1FLnI_12q21.2i",1,0
"L1FLnI_12q21.2q",1,0
"L1FLnI_12q21.2s",1,0
"L1FLnI_12q21.2w",1,1
"L1FLnI_12q21.32a",1,0
"L1FLnI_12q21.32g",1,0
"L1FLnI_12q21.32v",1,4
"L1FLnI_12q21.33a",1,0
"L1FLnI_12q22b",1,10
"L1FLnI_12q22i",1,0
"L1FLnI_12q23.1e",1,10
"L1FLnI_12q23.1k",1,8
"L1FLnI_12q23.1w",1,2
"L1FLnI_12q23.1x",1,0
"L1FLnI_12q23.3j",1,10
"L1FLnI_12q23.3l",1,7
"L1FLnI_12q24.32f",1,5
"L1FLnI_12q24.33b",1,2
"L1FLnI_13q12.11e",1,2
"L1FLnI_13q12.13a",1,0
"L1FLnI_13q12.3g",1,5
"L1FLnI_13q13.2h",1,1
"L1FLI_13q14.11b",1,4
"L1FLnI_13q14.13c",1,10
"L1FLnI_13q14.13d",1,5
"L1FLnI_13q14.2j",1,2
"L1FLnI_13q14.2l",1,5
"L1FLnI_13q14.2n",1,0
"L1FLnI_13q14.2s",1,0
"L1FLnI_13q14.2z",1,8
"L1FLnI_13q14.3h",1,2
"L1FLnI_13q14.3s",1,2
"L1FLnI_13q21.2f",1,1
"L1FLnI_13q21.33e",1,0
"L1FLnI_13q21.33g",1,2
"L1FLnI_13q22.1e",1,9
"L1FLnI_13q31.1x",1,1
"L1FLnI_13q31.1na",1,0
"L1FLnI_13q31.3c",1,1
"L1FLnI_13q31.3k",1,7
"L1FLnI_13q31.3n",1,6
"L1FLnI_13q32.1h",1,5
"L1FLnI_13q32.3a",1,3
"L1FLnI_13q33.1f",1,0
"L1FLnI_14q12a",1,2
"L1FLnI_14q12z",1,2
"L1FLnI_14q12na",1,8
"L1FLnI_14q13.1b",1,6
"L1FLnI_14q13.3j",1,3
"L1FLnI_14q21.1e",1,3
"L1FLnI_14q21.1p",1,1
"L1FLnI_14q21.1ia",1,9
"L1FLnI_14q21.1wa",1,4
"L1FLnI_14q21.2j",1,1
"L1FLnI_14q21.2x",1,6
"L1FLnI_14q21.3f",1,4
"L1FLnI_14q22.1k",1,0
"L1FLnI_14q22.3i",1,0
"L1FLnI_14q22.3o",1,0
"L1FLnI_14q23.1w",1,0
"L1FLnI_14q23.1z",1,1
"L1FLnI_14q23.2f",1,9
"L1FLnI_14q23.3d",1,3
"L1FLnI_14q23.3h",1,7
"L1FLI_14q24.2",1,10
"L1FLnI_14q24.3c",1,1
"L1FLnI_14q31.1m",1,0
"L1FLnI_14q31.3p",1,2
"L1FLnI_14q31.3q",1,1
"L1FLnI_14q31.3x",1,2
"L1FLnI_14q32.31b",1,3
"L1FLnI_15q11.2b",1,0
"L1FLnI_15q12d",1,0
"L1FLnI_15q14g",1,1
"L1FLnI_15q14j",1,5
"L1FLnI_15q14k",1,0
"L1FLnI_15q15.3c",1,10
"L1FLnI_15q21.1q",1,4
"L1FLnI_15q21.2d",1,0
"L1FLnI_15q21.2e",1,0
"L1FLnI_15q21.2l",1,12
"L1ORF2_15q21.2",1,12
"L1FLnI_15q21.3f",1,0
"L1FLnI_15q21.3ca",1,3
"L1FLnI_15q24.3c",1,6
"L1FLnI_15q25.2n",1,0
"L1FLnI_15q25.3m",1,0
"L1FLnI_15q26.2k",1,25
"L1FLI_16p13.2",1,11
"L1FLnI_16p12.3a",1,2
"L1FLnI_16p12.1b",1,0
"L1FLnI_16p11.2g",1,1
"L1FLnI_16p11.2s",1,5
"L1FLnI_16p11.2v",1,6
"L1FLnI_16p11.2x",1,0
"L1FLnI_16p11.1b",1,6
"L1FLnI_16q12.2e",1,7
"L1FLnI_16q21b",1,0
"L1FLnI_16q21g",1,1
"L1FLnI_16q21l",1,5
"L1FLnI_16q21o",1,8
"L1FLnI_16q22.1",1,8
"L1FLnI_16q22.2f",1,2
"L1FLnI_17p13.3f",1,4
"L1FLnI_17p13.1b",1,1
"L1FLnI_17q12g",1,4
"L1FLnI_17q12j",1,3
"L1FLnI_17q21.2a",1,9
"L1FLnI_17q22g",1,0
"L1FLnI_17q22ca",1,0
"L1FLnI_17q23.2f",1,8
"L1FLnI_17q24.2a",1,9
"L1FLnI_17q24.3g",1,1
"L1FLnI_18p11.32p",1,11
"L1FLnI_18p11.31h",1,4
"L1FLnI_18p11.31n",1,0
"L1FLnI_18p11.21l",1,1
"L1FLnI_18p11.21s",1,2
"L1FLnI_18q11.2a",1,4
"L1FLnI_18q11.2j",1,4
"L1FLnI_18q12.3o",1,1
"L1FLnI_18q12.3x",1,1
"L1FLnI_18q21.2c",1,2
"L1FLnI_18q22.2c",1,0
"L1FLnI_18q22.2d",1,1
"L1FLnI_18q22.2g",1,1
"L1FLI_18q22.2",1,9
"L1ORF2_18q22.3",1,14
"L1FLnI_19p13.2b",1,0
"L1FLnI_19p12t",1,2
"L1FLnI_19p12v",1,1
"L1FLnI_19p11c",1,1
"L1FLnI_19q11d",1,1
"L1FLnI_19q12m",1,0
"L1FLnI_19q12n",1,9
"L1FLnI_19q13.11e",1,2
"L1FLnI_19q13.2j",1,2
"L1FLnI_19q13.31a",1,5
"L1FLnI_20p13j",1,1
"L1FLnI_20p12.3j",1,0
"L1FLnI_20p12.3k",1,3
"L1FLnI_20p12.1g",1,3
"L1FLnI_20p12.1o",1,9
"L1FLnI_20p11.22c",1,0
"L1FLnI_20p11.21f",1,109
"L1ORF2_20p11.21",1,3
"L1FLnI_20p11.1a",1,0
"L1FLnI_20p11.1c",1,6
"L1FLnI_20q13.2c",1,26
"L1FLnI_21p11.2g",1,0
"L1FLnI_21q11.2g",1,0
"L1FLnI_21q11.2h",1,2
"L1FLnI_21q21.1m",1,4
"L1FLnI_21q21.1q",1,0
"L1FLnI_21q21.3a",1,0
"L1FLnI_21q22.11d",1,5
"L1FLnI_21q22.3a",1,3071
"L1FLnI_22q11.1e",1,1
"L1FLnI_22q11.1f",1,1
"L1FLnI_22q11.1m",1,0
"L1FLnI_22q12.1a",1,0
"L1FLnI_22q12.1b",1,5
"L1FLnI_22q12.1f",1,3
"L1FLnI_Xp22.31f",1,0
"L1FLI_Xp22.2a",1,8
"L1FLnI_Xp22.2k",1,3
"L1FLnI_Xp22.2p",1,3
"L1FLnI_Xp22.2y",1,2
"L1FLnI_Xp22.2aa",1,9
"L1FLnI_Xp22.12d",1,10
"L1FLnI_Xp21.2d",1,3
"L1FLnI_Xp21.1z",1,5
"L1FLnI_Xp11.4e",1,3
"L1FLnI_Xp11.3a",1,0
"L1FLnI_Xp11.3e",1,17
"L1FLnI_Xp11.3p",1,2
"L1FLnI_Xp11.3ba",1,0
"L1FLnI_Xp11.22j",1,7
"L1FLnI_Xp11.22n",1,1
"L1FLnI_Xp11.22ia",1,3
"L1FLnI_Xp11.21na",1,1
"L1FLnI_Xp11.21gb",1,0
"L1FLnI_Xp11.21hb",1,0
"L1FLnI_Xp11.21wb",1,102
"L1FLnI_Xp11.21kc",1,0
"L1FLnI_Xq11.1b",1,2
"L1FLnI_Xq11.1g",1,0
"L1FLnI_Xq11.1q",1,3
"L1FLnI_Xq11.2a",1,2
"L1FLnI_Xq11.2f",1,0
"L1FLnI_Xq11.2i",1,5
"L1FLnI_Xq11.2j",1,6
"L1FLnI_Xq11.2k",1,8
"L1FLnI_Xq12a",1,11
"L1FLnI_Xq12d",1,0
"L1FLnI_Xq12g",1,157
"L1FLnI_Xq13.1j",1,0
"L1FLnI_Xq13.1l",1,11
"L1FLnI_Xq13.1v",1,1
"L1FLnI_Xq13.1ga",1,0
"L1FLnI_Xq13.1ha",1,0
"L1FLnI_Xq13.1ia",1,1
"L1FLnI_Xq13.2d",1,1
"L1FLnI_Xq13.2e",1,7
"L1FLnI_Xq13.2o",1,9
"L1FLnI_Xq13.2ca",1,2
"L1FLnI_Xq13.2ka",1,1
"L1FLnI_Xq13.2na",1,1
"L1FLnI_Xq13.3h",1,3
"L1FLnI_Xq13.3j",1,0
"L1FLnI_Xq13.3x",1,0
"L1FLnI_Xq21.1a",1,2
"L1FLnI_Xq21.1d",1,5
"L1FLnI_Xq21.1ca",1,4
"L1FLnI_Xq21.1da",1,1
"L1FLnI_Xq21.1fc",1,2
"L1FLnI_Xq21.1oc",1,1
"L1FLnI_Xq21.1de",1,0
"L1FLnI_Xq21.1je",1,0
"L1FLnI_Xq21.1ke",1,1
"L1FLnI_Xq21.1ue",1,1
"L1FLnI_Xq21.2j",1,0
"L1FLnI_Xq21.31kb",1,3
"L1FLI_Xq21.33",1,5
"L1FLnI_Xq21.33ga",1,0
"L1FLnI_Xq21.33pa",1,3
"L1FLnI_Xq21.33ya",1,5
"L1FLnI_Xq21.33za",1,1
"L1FLnI_Xq21.33cb",1,14
"L1FLnI_Xq22.1r",1,3
"L1FLnI_Xq22.1qa",1,1
"L1FLnI_Xq22.1hb",1,0
"L1FLnI_Xq22.2g",1,9
"L1FLnI_Xq22.3j",1,0
"L1FLnI_Xq22.3l",1,0
"L1FLnI_Xq22.3m",1,0
"L1FLnI_Xq22.3o",1,0
"L1FLnI_Xq22.3w",1,2
"L1FLnI_Xq23g",1,0
"L1FLnI_Xq23m",1,1
"L1FLnI_Xq23ca",1,2
"L1FLnI_Xq23oa",1,1
"L1FLnI_Xq23va",1,6
"L1FLnI_Xq23hb",1,0
"L1FLnI_Xq23rb",1,4
"L1FLnI_Xq24v",1,0
"L1FLnI_Xq25b",1,4
"L1FLnI_Xq25ha",1,0
"L1FLnI_Xq25ta",1,0
"L1FLnI_Xq25db",1,7
"L1FLnI_Xq26.2d",1,0
"L1FLnI_Xq26.2o",1,1
"L1FLnI_Xq26.2s",1,4
"L1FLnI_Xq26.3da",1,6
"L1FLnI_Xq27.1b",1,0
"L1FLnI_Xq27.1g",1,0
"L1FLnI_Xq27.1p",1,1
"L1FLnI_Xq27.2i",1,7
"L1ORF2_Xq27.3",1,7
"L1FLnI_Xq28n",1,5
"L1FLnI_Xq28ma",1,114
"L1FLI_Xq28",1,15
"L1FLnI_Yp11.2a",1,4
"L1FLnI_Yq11.223ha",1,1
"L1FLnI_1p35.1e",1,3
"L1FLnI_1p33w",1,1
"L1FLnI_1p32.1g",1,4
"L1FLnI_1p31.3f",1,3
"L1FLnI_1p31.3g",1,3
"L1FLnI_1p31.1d",1,4
"L1FLI_1p31.1b",1,8
"L1FLnI_1p31.1kb",1,5
"L1FLnI_1p31.1rb",1,9
"L1FLnI_1p21.3y",1,6
"L1FLnI_1p21.1p",1,8
"L1FLnI_1p21.1ca",1,0
"L1FLnI_1p13.1d",1,0
"L1FLnI_1p12n",1,4
"L1FLI_1p12",1,37
"L1FLnI_1q23.1r",1,4
"L1FLnI_1q23.2d",1,1
"L1FLnI_1q24.3a",1,0
"L1FLnI_1q25.1l",1,2
"L1FLnI_1q25.2s",1,5
"L1FLnI_1q25.2u",1,0
"L1FLnI_1q25.3q",1,1
"L1FLnI_1q25.3s",1,1
"L1FLnI_1q31.3i",1,6
"L1FLnI_1q32.2o",1,0
"L1FLnI_1q41m",1,9
"L1FLnI_1q41u",1,0
"L1FLnI_1q41z",1,0
"L1FLnI_1q42.2h",1,1
"L1FLnI_1q42.3a",1,7
"L1FLnI_1q43c",1,0
"L1FLnI_1q43i",1,2
"L1FLnI_1q44d",1,0
"L1FLnI_1q44h",1,7
"L1FLnI_1q44v",1,5
"L1FLnI_2p25.3n",1,0
"L1FLnI_2p24.3n",1,4
"L1FLnI_2p24.1f",1,2
"L1FLnI_2p24.1l",1,2
"L1FLnI_2p24.1m",1,3
"L1FLnI_2p23.1b",1,3
"L1FLnI_2p22.3i",1,1
"L1ORF2_2p16.3",1,6
"L1FLnI_2p16.2b",1,6
"L1FLnI_2p16.1ha",1,11
"L1FLnI_2p15g",1,6
"L1FLnI_2p12f",1,2
"L1ORF2_2p12",1,7
"L1FLnI_2p12r",1,0
"L1FLnI_2p11.2e",1,0
"L1FLnI_2q11.2a",1,0
"L1FLnI_2q12.1a",1,6
"L1FLnI_2q13a",1,3
"L1FLnI_2q13g",1,1
"L1FLnI_2q14.1i",1,3
"L1FLnI_2q14.1o",1,11
"L1FLnI_2q14.3p",1,0
"L1FLnI_2q14.3ta",1,0
"L1FLnI_2q21.3g",1,1
"L1FLnI_2q23.1c",1,19
"L1FLnI_2q24.1b",1,4
"L1FLnI_2q31.1b",1,9
"L1FLnI_2q31.1q",1,380
"L1FLnI_2q31.2c",1,6
"L1FLnI_2q32.1ga",1,0
"L1FLnI_2q32.2f",1,1
"L1FLnI_2q34j",1,2
"L1FLnI_2q36.1c",1,10
"L1FLnI_2q36.3l",1,2
"L1FLnI_3p26.2a",1,4
"L1FLnI_3p24.3i",1,1
"L1FLnI_3p24.3ja",1,0
"L1FLnI_3p24.3xa",1,8
"L1FLnI_3p24.2q",1,1
"L1FLnI_3p24.1o",1,2
"L1FLnI_3p22.3ea",1,2
"L1FLnI_3p22.1g",1,5
"L1FLnI_3p22.1m",1,9
"L1FLnI_3p22.1u",1,0
"L1FLnI_3p22.1fa",1,3
"L1FLnI_3p14.3i",1,0
"L1FLnI_3p14.3o",1,2
"L1FLnI_3p14.1b",1,1
"L1FLnI_3p14.1f",1,4
"L1FLnI_3p12.2f",1,0
"L1FLnI_3p11.1b",1,2
"L1FLnI_3p11.1v",1,4
"L1FLnI_3p11.1ba",1,2
"L1FLnI_3q11.1a",1,2
"L1FLnI_3q11.1e",1,5
"L1FLnI_3q12.1i",1,1
"L1FLnI_3q12.2j",1,3
"L1FLnI_3q13.2a",1,0
"L1FLnI_3q13.31m",1,1
"L1FLnI_3q21.3d",1,9
"L1FLnI_3q22.1j",1,7
"L1FLnI_3q22.3g",1,14
"L1FLnI_3q23t",1,7
"L1FLnI_3q24k",1,0
"L1FLnI_3q25.2d",1,5
"L1FLnI_3q25.2e",1,13
"L1FLnI_3q25.2f",1,0
"L1FLnI_3q25.32c",1,1
"L1FLI_3q25.32",1,8
"L1FLnI_3q25.33d",1,0
"L1FLnI_3q25.33e",1,1
"L1FLnI_3q26.1t",1,0
"L1FLnI_3q26.2d",1,4
"L1FLnI_3q26.31i",1,21
"L1FLnI_3q26.32a",1,6
"L1FLnI_3q26.32i",1,3
"L1FLnI_3q29h",1,35
"L1ORF2_4p16.2",1,4
"L1FLnI_4p15.32a",1,0
"L1FLnI_4p15.32i",1,3
"L1FLnI_4p13j",1,4
"L1FLnI_4p13q",1,2
"L1FLnI_4p12s",1,13
"L1FLnI_4q12u",1,4
"L1FLnI_4q12cb",1,1
"L1FLnI_4q12ob",1,2
"L1FLnI_4q12rb",1,2
"L1FLnI_4q13.1d",1,0
"L1FLnI_4q13.1pa",1,5
"L1FLnI_4q13.1sa",1,4
"L1FLnI_4q13.1hb",1,4
"L1FLnI_4q13.2j",1,3
"L1FLnI_4q13.2v",1,0
"L1FLnI_4q13.3fa",1,0
"L1FLnI_4q13.3hb",1,9
"L1FLnI_4q21.1g",1,14
"L1FLnI_4q21.22c",1,3
"L1FLnI_4q22.1o",1,1
"L1FLI_4q22.1",1,9
"L1FLnI_4q22.1na",1,0
"L1FLnI_4q24e",1,0
"L1FLnI_4q24o",1,3
"L1FLnI_4q24x",1,2
"L1FLnI_4q24ha",1,10
"L1FLnI_4q24pa",1,6
"L1FLnI_4q24ta",1,9
"L1FLnI_4q25j",1,2
"L1FLnI_4q25m",1,2
"L1FLnI_4q26sa",1,3
"L1FLnI_4q26va",1,1
"L1FLnI_4q28.1g",1,10
"L1FLnI_4q28.1u",1,2
"L1FLnI_4q28.1ha",1,1
"L1FLnI_4q28.2e",1,1
"L1FLnI_4q28.3e",1,3
"L1FLnI_4q32.1i",1,5
"L1FLnI_4q32.1r",1,0
"L1FLnI_4q32.1x",1,1
"L1FLnI_4q32.3i",1,0
"L1FLnI_4q32.3j",1,5
"L1FLnI_4q33j",1,6
"L1FLnI_4q34.2c",1,3
"L1FLnI_4q35.2i",1,0
"L1FLnI_5p15.32a",1,5
"L1FLnI_5p15.31m",1,0
"L1FLnI_5p14.1e",1,5
"L1FLnI_5p13.3f",1,0
"L1FLnI_5p13.2s",1,3
"L1FLnI_5p13.2ba",1,1
"L1FLnI_5p13.1u",1,0
"L1FLnI_5p12y",1,1
"L1FLnI_5p11a",1,0
"L1FLnI_5p11c",1,5
"L1FLnI_5q11.1c",1,0
"L1FLnI_5q11.2bb",1,2
"L1FLnI_5q12.1x",1,0
"L1FLnI_5q12.3u",1,2
"L1FLnI_5q13.2i",1,0
"L1FLnI_5q13.3o",1,1
"L1FLnI_5q14.1g",1,2
"L1FLnI_5q14.1j",1,5
"L1FLnI_5q14.1q",1,14
"L1FLnI_5q14.3ea",1,0
"L1FLnI_5q15da",1,1
"L1FLnI_5q15pa",1,1
"L1FLnI_5q21.3q",1,0
"L1FLnI_5q21.3y",1,5
"L1FLnI_5q21.3aa",1,2
"L1FLnI_5q23.1a",1,1
"L1FLnI_5q23.1d",1,0
"L1FLnI_5q23.1ca",1,0
"L1FLnI_5q23.2ea",1,5
"L1FLnI_5q23.3g",1,0
"L1FLnI_5q23.3ba",1,3
"L1FLnI_5q31.1w",1,0
"L1FLnI_5q31.3c",1,0
"L1FLnI_5q32b",1,20
"L1FLnI_5q32h",1,13
"L1FLnI_5q32w",1,4
"L1FLnI_5q34k",1,4
"L1FLnI_5q34aa",1,0
"L1FLnI_5q34ra",1,2
"L1FLnI_5q35.3h",1,8
"L1FLnI_6p24.3a",1,0
"L1FLnI_6p24.1c",1,3
"L1FLnI_6p22.1l",1,4
"L1FLnI_6p21.1i",1,4
"L1FLnI_6p12.1s",1,0
"L1FLnI_6p12.1t",1,0
"L1FLnI_6p11.2a",1,5
"L1FLnI_6q12i",1,0
"L1FLnI_6q12ta",1,0
"L1FLnI_6q13a",1,3
"L1FLnI_6q13x",1,3
"L1ORF2_6q13",1,6
"L1FLnI_6q14.1x",1,0
"L1FLnI_6q14.1z",1,3
"L1FLnI_6q14.1na",1,0
"L1FLnI_6q14.1qa",1,0
"L1FLnI_6q14.1eb",1,4
"L1FLnI_6q14.1fb",1,1
"L1FLnI_6q14.2d",1,1
"L1FLnI_6q14.3v",1,1
"L1FLnI_6q14.3x",1,0
"L1FLnI_6q14.3y",1,1
"L1FLnI_6q14.3sa",1,3
"L1FLnI_6q16.1fa",1,2
"L1FLnI_6q16.1oa",1,8
"L1FLnI_6q16.2b",1,1
"L1FLnI_6q21fa",1,5
"L1FLnI_6q22.1f",1,4
"L1FLnI_6q22.1o",1,0
"L1FLI_6q22.1",1,9
"L1FLnI_6q22.31q",1,3
"L1FLnI_6q22.31s",1,0
"L1FLnI_6q22.31fa",1,1
"L1FLnI_6q22.32h",1,3
"L1FLnI_6q24.1l",1,1
"L1FLnI_6q24.2f",1,4
"L1FLnI_6q25.1d",1,4
"L1FLnI_7p21.3ea",1,0
"L1FLnI_7p21.3ma",1,10
"L1FLnI_7p21.1a",1,0
"L1FLnI_7p15.2a",1,5
"L1FLnI_7p15.2c",1,6
"L1FLnI_7p14.3j",1,6
"L1FLnI_7p14.1c",1,0
"L1FLnI_7p14.1l",1,1
"L1FLnI_7p11.2e",1,1
"L1FLnI_7q11.21h",1,0
"L1FLnI_7q11.21l",1,2
"L1FLnI_7q11.22a",1,13
"L1FLnI_7q21.11g",1,10
"L1FLnI_7q21.11m",1,0
"L1FLnI_7q21.11fa",1,5
"L1FLnI_7q21.12b",1,4
"L1FLnI_7q21.13aa",1,0
"L1FLnI_7q21.2a",1,2
"L1FLnI_7q21.3u",1,0
"L1FLnI_7q22.1j",1,5
"L1FLnI_7q22.2b",1,2
"L1FLnI_7q31.1g",1,2
"L1FLI_7q31.1b",1,15
"L1FLnI_7q31.1na",1,8
"L1FLnI_7q31.33r",1,8
"L1FLnI_7q33g",1,0
"L1FLnI_7q35e",1,0
"L1FLnI_7q35l",1,9
"L1FLnI_7q36.1m",1,33
"L1ORF2_8p23.2a",1,1
"L1FLnI_8p23.1d",1,2
"L1FLnI_8p22h",1,0
"L1FLnI_8p21.3b",1,4
"L1FLnI_8p21.2g",1,1
"L1FLnI_8p12ea",1,6
"L1FLnI_8q11.1e",1,3
"L1FLnI_8q11.1i",1,3
"L1FLnI_8q11.1j",1,6
"L1FLnI_8q11.23r",1,2
"L1FLnI_8q12.1m",1,4
"L1FLnI_8q12.1da",1,4
"L1FLnI_8q12.1ka",1,0
"L1FLnI_8q21.13q",1,5
"L1FLnI_8q21.13ab",1,1
"L1ORF2_8q21.3",1,12
"L1FLnI_8q22.1b",1,5
"L1FLnI_8q22.1da",1,6
"L1FLnI_8q22.2b",1,3
"L1FLnI_8q22.2o",1,7
"L1FLnI_8q22.3m",1,3
"L1FLnI_8q23.1w",1,0
"L1FLnI_8q23.3w",1,5
"L1FLnI_8q24.12g",1,3
"L1FLI_8q24.12",1,4
"L1FLnI_8q24.22e",1,3
"L1FLnI_8q24.22n",1,5
"L1FLnI_9p24.3b",1,2
"L1FLnI_9p24.1a",1,28
"L1FLnI_9p22.1b",1,1
"L1FLnI_9p21.3f",1,11
"L1FLnI_9p21.3q",1,3
"L1FLnI_9p21.1aa",1,0
"L1FLnI_9p21.1ea",1,3
"L1FLnI_9p21.1ka",1,2
"L1FLnI_9p11.2i",1,4
"L1FLnI_9q21.2a",1,9
"L1FLnI_9q21.31e",1,7
"L1FLnI_9q31.1j",1,4
"L1FLnI_9q31.1t",1,1
"L1FLnI_9q33.3a",1,9
"L1FLnI_10p13b",1,0
"L1FLnI_10p12.31l",1,0
"L1FLnI_10p12.31q",1,1
"L1FLnI_10p12.31r",1,5
"L1FLnI_10p12.2d",1,2
"L1FLnI_10p12.2g",1,3
"L1FLnI_10p11.21b",1,5
"L1FLnI_10p11.21j",1,4
"L1FLnI_10q11.21r",1,0
"L1FLnI_10q11.23d",1,2
"L1FLnI_10q21.1q",1,6
"L1FLnI_10q21.1z",1,11
"L1FLnI_10q21.1ka",1,11
"L1FLnI_10q21.1oa",1,0
"L1FLnI_10q21.1qa",1,3
"L1FLnI_10q21.3fa",1,1
"L1FLnI_10q22.3i",1,7
"L1FLnI_10q23.1ha",1,2
"L1FLnI_10q23.31j",1,3
"L1FLnI_10q23.31x",1,0
"L1FLnI_10q23.31aa",1,2
"L1FLnI_10q23.33l",1,0
"L1FLnI_10q23.33q",1,0
"L1FLnI_10q24.2d",1,4
"L1FLnI_10q25.1o",1,10
"L1FLnI_10q25.1w",1,1
"L1FLnI_10q25.3f",1,4
"L1FLnI_10q25.3h",1,0
"L1FLnI_10q26.3a",1,7
"L1FLnI_11p15.4g",1,4
"L1FLnI_11p15.1q",1,4
"L1FLnI_11p14.3v",1,1
"L1FLnI_11p14.1n",1,3
"L1FLnI_11p12e",1,3
"L1FLnI_11q12.1z",1,1
"L1FLnI_11q12.3s",1,5
"L1FLnI_11q13.4c",1,1
"L1FLnI_11q14.1o",1,3
"L1FLnI_11q14.2aa",1,2
"L1FLnI_11q14.2ba",1,0
"L1FLnI_11q22.1r",1,7
"L1FLnI_11q22.3d",1,2
"L1FLnI_11q24.1c",1,1
"L1FLnI_11q25b",1,11
"L1FLnI_12p13.31e",1,0
"L1FLnI_12p13.31g",1,1
"L1FLnI_12p13.31m",1,8
"L1FLnI_12p12.3f",1,0
"L1FLnI_12p11.22a",1,4
"L1FLnI_12p11.22k",1,3
"L1FLnI_12p11.1b",1,4
"L1FLnI_12p11.1c",1,3
"L1FLnI_12p11.1n",1,3
"L1FLnI_12p11.1u",1,3
"L1FLnI_12q11e",1,3
"L1FLnI_12q12j",1,2
"L1FLnI_12q12sa",1,2
"L1FLnI_12q13.2g",1,4
"L1FLnI_12q13.3a",1,1
"L1FLnI_12q15o",1,9
"L1FLnI_12q21.1p",1,6
"L1ORF2_12q21.2",1,5
"L1FLnI_12q23.1s",1,0
"L1FLnI_12q23.1ka",1,0
"L1FLnI_12q23.3c",1,1
"L1FLnI_12q24.12b",1,3
"L1FLnI_13q12.11f",1,7
"L1FLnI_13q13.2a",1,0
"L1FLnI_13q13.3c",1,0
"L1FLnI_13q13.3g",1,6
"L1FLnI_13q21.1x",1,4
"L1FLnI_13q21.32l",1,8
"L1FLnI_13q22.1g",1,5
"L1FLnI_13q22.2b",1,0
"L1FLnI_13q31.1u",1,4
"L1FLnI_13q31.1da",1,2
"L1FLnI_13q31.1la",1,0
"L1FLnI_13q32.1f",1,1
"L1FLnI_13q33.3j",1,2
"L1FLnI_14q11.2a",1,7
"L1FLnI_14q12n",1,3
"L1FLI_14q12",1,8
"L1FLnI_14q12ba",1,10
"L1FLnI_14q12wa",1,8
"L1FLnI_14q13.3b",1,1
"L1FLnI_14q21.1i",1,0
"L1FLnI_14q21.1n",1,5
"L1FLnI_14q21.2m",1,0
"L1FLnI_14q22.1b",1,12
"L1FLnI_14q22.3c",1,7
"L1FLnI_14q23.1b",1,2
"L1FLnI_14q31.1c",1,2
"L1FLnI_14q31.3n",1,6
"L1FLnI_14q32.11",1,5
"L1FLnI_14q32.2c",1,0
"L1FLnI_15q13.2f",1,4
"L1FLnI_15q14m",1,1
"L1FLnI_15q14z",1,88
"L1FLnI_15q25.2f",1,10
"L1FLnI_15q25.3c",1,32
"L1FLnI_15q25.3j",1,11
"L1FLnI_15q26.1b",1,36
"L1FLnI_15q26.3a",1,11
"L1FLI_16p12.3c",1,22
"L1FLnI_16p11.1g",1,0
"L1FLnI_16q11.2d",1,0
"L1FLnI_16q12.1e",1,11
"L1FLnI_16q12.1f",1,1
"L1FLnI_16q13",1,5
"L1FLnI_16q21y",1,3
"L1FLnI_16q21z",1,5
"L1FLnI_16q21ea",1,0
"L1FLnI_16q21ia",1,6
"L1FLI_16q23.3",1,16
"L1FLnI_17q11.2c",1,2
"L1FLnI_17q12d",1,1
"L1FLnI_17q12k",1,2
"L1ORF2_17q24.2",1,13
"L1FLnI_17q24.3b",1,2
"L1FLnI_17q24.3e",1,11
"L1FLnI_18p11.23b",1,0
"L1FLnI_18p11.21e",1,0
"L1ORF2_18q11.2b",1,6
"L1FLnI_18q12.1h",1,5
"L1FLnI_18q12.2k",1,1
"L1FLnI_18q12.2l",1,0
"L1FLI_18q12.2",1,7
"L1FLnI_18q12.3e",1,2
"L1FLnI_18q21.1d",1,7
"L1FLI_18q21.1",1,7
"L1FLnI_18q22.1f",1,2
