"locus","count_MCF10A","count_MDAMB436"
"L1FLI_Xp21.1a",2,14
"L1FLnI_7q31.32m",2,0
"L1FLnI_6q14.1m",2,9
"L1FLnI_7q31.32d",2,11
"L1FLnI_5q11.2s",2,3
"L1FLnI_3q26.1ia",2,3
"L1FLnI_8q21.11t",2,0
"L1FLnI_2q23.1a",2,14
"L1FLnI_Xq26.2f",2,4
"L1FLnI_9p12b",2,1
"L1FLnI_5q31.1k",2,0
"L1FLnI_11q25e",2,1
"L1FLnI_14q23.2k",2,5
"L1FLnI_Xq22.3v",2,15
"L1FLnI_1p35.2b",2,6
"L1FLnI_1q25.1b",2,2
"L1FLnI_3p12.1j",2,3
"L1FLnI_13q21.2g",2,2
"L1FLnI_20q12h",2,5
"L1FLnI_8p21.3h",2,0
"L1FLnI_11p14.3s",2,0
"L1FLnI_7q22.2g",2,2
"L1FLnI_3q11.1d",2,0
"L1FLnI_2q12.1j",2,3
"L1FLnI_5q11.2v",2,4
"L1FLnI_2q31.1v",2,17
"L1FLnI_20p11.23b",2,2
"L1FLnI_9q21.12c",2,33
"L1FLnI_3q28q",2,9
"L1FLnI_4q35.2h",2,10
"L1FLnI_8q21.13oa",2,7
"L1FLnI_7p14.3v",2,11
"L1FLnI_10p12.31c",2,8
"L1FLnI_12q23.3m",2,5
"L1FLnI_Xp22.11d",2,0
"L1FLnI_2q31.1p",2,1
"L1FLnI_13q22.2g",2,6
"L1FLnI_Xp11.22u",2,5
"L1FLnI_3p26.3b",2,5
"L1FLnI_3q24b",2,4
"L1FLnI_11q12.1o",2,0
"L1FLnI_11q22.1e",2,5
"L1FLnI_4q22.3d",2,1
"L1FLnI_6q13ua",2,1
"L1FLnI_5q35.1i",2,4
"L1FLnI_Xq23i",2,8
"L1FLnI_5p15.32e",2,0
"L1FLnI_22q11.22f",2,2
"L1FLnI_1p13.2g",2,2
"L1FLnI_11p14.2b",2,1
"L1FLnI_15q15.2",2,2
"L1FLnI_1p32.3c",2,2
"L1FLnI_6q11.1s",2,1
"L1FLnI_4q26na",2,1
"L1FLnI_16p11.2f",2,2
"L1FLnI_3q13.2l",2,31
"L1FLnI_19p13.2d",2,14
"L1FLnI_4q13.1ea",2,4
"L1FLnI_Xp21.3a",2,0
"L1FLnI_Xq13.3r",2,2
"L1FLnI_1p22.3b",2,3
"L1FLnI_2p16.1da",2,1
"L1FLnI_Xq28ia",2,1
"L1FLnI_9q31.1q",2,0
"L1FLnI_12q13.11s",2,0
"L1FLnI_11q23.3g",2,1
"L1FLnI_Xp22.2s",2,6
"L1FLnI_7p21.3ha",2,0
"L1FLnI_6p12.1a",2,4
"L1FLnI_Yp11.2l",2,0
"L1FLnI_5q23.1fa",2,1
"L1FLnI_13q21.33h",2,0
"L1FLnI_20p12.1v",2,4
"L1FLnI_11q21g",2,33
"L1FLnI_14q21.1l",2,0
"L1FLnI_9p24.2l",2,0
"L1FLnI_8q11.23l",2,0
"L1FLnI_11p15.2c",2,0
"L1FLnI_1p36.33a",1,1
"L1FLnI_1p35.1b",1,4
"L1FLnI_1p35.1d",1,8
"L1FLnI_1p33ba",1,3
"L1FLnI_1p31.3n",1,2
"L1FLnI_1p31.3p",1,4
"L1FLnI_1p31.3q",1,0
"L1FLnI_1p31.3x",1,1
"L1FLnI_1p31.2d",1,17
"L1FLI_1p31.1a",1,10
"L1FLnI_1p31.1da",1,5
"L1FLnI_1p31.1fa",1,0
"L1FLnI_1p31.1ya",1,7
"L1FLnI_1p31.1za",1,1
"L1FLnI_1p31.1ab",1,7
"L1FLnI_1p31.1lb",1,1
"L1FLnI_1p31.1lc",1,6
"L1FLnI_1p31.1nc",1,1
"L1FLnI_1p31.1qc",1,0
"L1ORF2_1p22.3",1,9
"L1FLI_1p22.3",1,13
"L1FLnI_1p22.2g",1,301
"L1FLnI_1p22.1e",1,4
"L1FLnI_1p22.1o",1,3
"L1FLnI_1p22.1p",1,5
"L1FLnI_1p21.3u",1,0
"L1FLnI_1p21.2i",1,1
"L1ORF2_1p21.1",1,9
"L1FLnI_1p21.1r",1,13
"L1FLnI_1q21.1e",1,8
"L1FLnI_1q23.1l",1,2
"L1FLnI_1q23.3l",1,10
"L1FLnI_1q24.2b",1,0
"L1FLnI_1q24.2l",1,5
"L1FLnI_1q24.2r",1,0
"L1FLnI_1q24.2s",1,0
"L1FLnI_1q24.3f",1,13
"L1FLnI_1q25.1e",1,18
"L1FLnI_1q25.1j",1,1
"L1FLnI_1q25.1q",1,12
"L1FLnI_1q25.3k",1,0
"L1FLnI_1q25.3m",1,10
"L1FLnI_1q25.3o",1,0
"L1FLnI_1q25.3p",1,0
"L1FLnI_1q31.1d",1,4
"L1FLI_1q31.1b",1,7
"L1FLnI_1q31.1u",1,1
"L1FLnI_1q31.1y",1,1
"L1FLnI_1q31.2a",1,1
"L1FLnI_1q31.2c",1,0
"L1FLnI_1q31.2k",1,15
"L1FLnI_1q31.3h",1,323
"L1FLnI_1q32.2i",1,1
"L1FLnI_1q32.3g",1,4
"L1FLnI_1q32.3i",1,0
"L1FLnI_1q41l",1,5
"L1FLnI_1q41ma",1,6
"L1FLnI_1q41na",1,0
"L1FLnI_1q41ra",1,4
"L1FLnI_1q42.12f",1,0
"L1FLnI_1q42.13d",1,1
"L1FLnI_1q42.2a",1,0
"L1FLnI_1q44a",1,1
"L1FLnI_1q44i",1,2
"L1FLnI_2p25.3j",1,81
"L1FLnI_2p25.3k",1,3
"L1FLnI_2p24.3o",1,1
"L1FLnI_2p24.2g",1,7
"L1FLnI_2p24.1aa",1,9
"L1FLnI_2p24.1ba",1,6
"L1FLnI_2p23.3b",1,2
"L1FLnI_2p23.1a",1,0
"L1FLnI_2p22.1c",1,3
"L1FLnI_2p22.1g",1,4
"L1FLnI_2p21a",1,16
"L1FLnI_2p16.3m",1,1
"L1FLnI_2p16.3s",1,2
"L1FLnI_2p16.1l",1,0
"L1FLnI_2p16.1ja",1,4
"L1FLnI_2p15j",1,0
"L1FLnI_2p14g",1,7
"L1FLnI_2p13.2b",1,10
"L1FLnI_2p13.2c",1,4
"L1FLnI_2p13.2h",1,0
"L1FLnI_2p13.1d",1,24
"L1FLnI_2p12db",1,7
"L1FLnI_2p11.2a",1,2
"L1FLnI_2p11.2p",1,6
"L1FLnI_2p11.1a",1,1
"L1FLnI_2q11.2d",1,5
"L1FLnI_2q11.2h",1,1
"L1FLnI_2q14.1e",1,3
"L1FLnI_2q14.1j",1,1
"L1FLnI_2q14.1n",1,0
"L1FLnI_2q14.1t",1,1
"L1FLnI_2q14.1da",1,3
"L1FLnI_2q14.3a",1,6
"L1FLnI_2q14.3b",1,2
"L1FLnI_2q14.3i",1,5
"L1FLnI_2q14.3v",1,7
"L1FLnI_2q21.1e",1,4
"L1FLnI_2q21.2j",1,2
"L1FLnI_2q21.2p",1,4
"L1FLnI_2q22.1q",1,1
"L1FLnI_2q22.2f",1,5
"L1FLnI_2q22.3g",1,2
"L1FLnI_2q23.1h",1,7
"L1FLnI_2q23.3c",1,38
"L1FLnI_2q23.3s",1,37
"L1FLnI_2q24.1i",1,6
"L1FLnI_2q24.1t",1,1
"L1FLnI_2q24.1aa",1,15
"L1FLnI_2q24.1ba",1,1
"L1FLI_2q24.1",1,5
"L1FLnI_2q24.1na",1,2
"L1FLnI_2q24.2b",1,1
"L1FLnI_2q24.2o",1,7
"L1FLnI_2q24.2q",1,0
"L1FLI_2q24.3a",1,13
"L1FLnI_2q24.3m",1,8
"L1FLnI_2q24.3t",1,1
"L1FLnI_2q31.1d",1,10
"L1FLnI_2q31.1i",1,4
"L1FLI_2q31.1b",1,8
"L1FLnI_2q31.1aa",1,1
"L1ORF2_2q31.3",1,9
"L1FLnI_2q32.1h",1,3
"L1FLnI_2q32.1p",1,3
"L1FLnI_2q32.1z",1,2
"L1FLnI_2q32.1ba",1,31
"L1FLnI_2q32.1fa",1,2
"L1FLnI_2q32.3ea",1,5
"L1FLnI_2q32.3ga",1,2
"L1FLnI_2q33.1c",1,1
"L1FLnI_2q33.3f",1,0
"L1FLnI_2q33.3h",1,4
"L1FLnI_2q34p",1,5
"L1FLnI_2q34y",1,5
"L1FLnI_2q34da",1,7
"L1FLnI_2q34ma",1,1
"L1FLnI_2q34sa",1,0
"L1FLnI_2q35o",1,7
"L1FLnI_2q36.1a",1,9
"L1FLnI_2q37.1j",1,3
"L1FLI_3p26.2",1,15
"L1FLnI_3p26.1f",1,2
"L1FLnI_3p26.1g",1,2
"L1FLnI_3p26.1i",1,0
"L1FLnI_3p26.1s",1,6
"L1FLnI_3p25.3a",1,3
"L1FLnI_3p25.3h",1,2
"L1FLnI_3p25.1a",1,0
"L1FLnI_3p24.3e",1,3
"L1FLnI_3p24.3q",1,2
"L1FLnI_3p24.3ba",1,2
"L1FLnI_3p24.1a",1,15
"L1FLnI_3p24.1b",1,13
"L1FLnI_3p24.1g",1,1
"L1FLnI_3p23b",1,0
"L1FLnI_3p22.3c",1,1
"L1FLnI_3p22.3h",1,5
"L1FLnI_3p22.1j",1,4
"L1FLnI_3p22.1aa",1,4
"L1FLnI_3p21.31f",1,8
"L1FLnI_3p14.3e",1,3
"L1FLnI_3p14.2d",1,5
"L1FLnI_3p14.2e",1,5
"L1FLnI_3p14.2f",1,4
"L1FLnI_3p14.1n",1,9
"L1FLnI_3p12.3d",1,7
"L1FLnI_3p12.3l",1,5
"L1FLI_3p12.3",1,14
"L1FLnI_3p12.3t",1,0
"L1FLnI_3p12.3w",1,2
"L1FLnI_3p12.2c",1,6
"L1FLnI_3p12.1h",1,2
"L1FLnI_3p12.1m",1,0
"L1FLnI_3p12.1r",1,4
"L1FLnI_3p11.1q",1,4
"L1FLnI_3p11.1y",1,6
"L1FLnI_3p11.1ca",1,8
"L1FLnI_3q11.1f",1,2
"L1FLnI_3q11.1i",1,0
"L1FLnI_3q11.2d",1,0
"L1FLnI_3q11.2ea",1,1
"L1FLnI_3q12.2c",1,0
"L1FLnI_3q12.3g",1,1
"L1FLnI_3q13.12b",1,2
"L1FLnI_3q13.13b",1,17
"L1FLnI_3q13.13f",1,2
"L1FLnI_3q13.13j",1,10
"L1FLnI_3q13.13aa",1,0
"L1FLnI_3q13.2f",1,1
"L1FLnI_3q13.31a",1,4
"L1FLnI_3q13.32a",1,1
"L1FLnI_3q13.32k",1,4
"L1FLnI_3q13.33y",1,2
"L1FLnI_3q13.33ca",1,12
"L1FLnI_3q22.1c",1,2
"L1FLnI_3q22.1e",1,1
"L1FLnI_3q22.1s",1,3
"L1ORF2_3q22.1",1,13
"L1FLnI_3q22.2g",1,7
"L1FLnI_3q22.3b",1,1
"L1FLnI_3q23d",1,2
"L1FLnI_3q23g",1,4
"L1FLnI_3q23m",1,1
"L1FLnI_3q24t",1,10
"L1FLnI_3q24v",1,8
"L1FLnI_3q24ba",1,0
"L1FLnI_3q25.2t",1,0
"L1FLnI_3q25.31a",1,6
"L1FLnI_3q25.31k",1,0
"L1FLnI_3q25.32r",1,1
"L1FLnI_3q26.1c",1,0
"L1FLnI_3q26.1h",1,9
"L1FLnI_3q26.1v",1,2
"L1FLnI_3q26.2e",1,2
"L1FLnI_3q26.31l",1,5
"L1ORF2_3q26.32b",1,14
"L1FLnI_3q26.33e",1,0
"L1ORF2_3q27.3a",1,7
"L1FLnI_4p16.2b",1,0
"L1FLnI_4p16.1b",1,0
"L1FLnI_4p16.1l",1,11
"L1FLnI_4p15.33x",1,8
"L1FLnI_4p15.32f",1,11
"L1FLnI_4p15.31p",1,2
"L1FLI_4p15.31",1,6
"L1FLnI_4p14h",1,0
"L1FLnI_4p14l",1,3
"L1FLnI_4p14m",1,1
"L1FLnI_4p13f",1,0
"L1FLnI_4p12b",1,1
"L1FLnI_4p11d",1,3
"L1FLnI_4q12d",1,14
"L1FLnI_4q12h",1,2
"L1FLnI_4q12n",1,1
"L1FLnI_4q12aa",1,4
"L1FLnI_4q12za",1,0
"L1FLnI_4q12db",1,2
"L1FLnI_4q12kb",1,2
"L1FLnI_4q13.1ha",1,1
"L1FLnI_4q13.1qa",1,0
"L1FLnI_4q13.2m",1,0
"L1FLnI_4q13.2q",1,4
"L1FLnI_4q13.2u",1,2
"L1FLnI_4q13.2aa",1,2
"L1FLnI_4q21.21s",1,8
"L1FLnI_4q21.23f",1,6
"L1FLnI_4q21.23g",1,19
"L1FLnI_4q21.23m",1,1
"L1FLnI_4q21.23n",1,2
"L1FLnI_4q21.3b",1,0
"L1FLnI_4q22.1c",1,5
"L1FLnI_4q22.1d",1,1
"L1FLnI_4q22.1q",1,20
"L1FLnI_4q22.1ga",1,6
"L1FLnI_4q22.2e",1,3
"L1FLnI_4q22.2g",1,3
"L1FLnI_4q22.3l",1,5
"L1FLnI_4q23g",1,1
"L1FLnI_4q24i",1,2
"L1FLnI_4q24s",1,5
"L1FLnI_4q24xa",1,1
"L1FLnI_4q25k",1,3
"L1FLnI_4q25q",1,1
"L1FLnI_4q25s",1,4
"L1FLnI_4q25v",1,1
"L1FLnI_4q25w",1,3
"L1FLnI_4q26l",1,3
"L1FLnI_4q26fa",1,4
"L1FLnI_4q26ha",1,0
"L1FLnI_4q27b",1,4
"L1FLnI_4q27q",1,1
"L1FLnI_4q28.1o",1,1
"L1FLnI_4q28.1z",1,9
"L1FLnI_4q28.1aa",1,3
"L1FLnI_4q28.1ma",1,3
"L1FLnI_4q28.2t",1,3
"L1FLnI_4q31.21g",1,9
"L1FLnI_4q31.21l",1,3
"L1FLnI_4q31.21s",1,22
"L1FLnI_4q31.21y",1,1
"L1FLnI_4q31.21fa",1,1
"L1FLnI_4q31.21na",1,1
"L1FLnI_4q31.22b",1,1
"L1FLnI_4q31.23j",1,1
"L1FLnI_4q31.3c",1,1
"L1FLnI_4q32.1la",1,7
"L1FLnI_4q32.3t",1,5
"L1FLnI_4q32.3fa",1,3
"L1FLI_4q33",1,7
"L1FLnI_4q33n",1,3
"L1FLnI_4q35.1f",1,12
"L1FLnI_5p15.2r",1,9
"L1FLnI_5p15.1j",1,9
"L1FLnI_5p14.3e",1,2
"L1FLnI_5p14.1b",1,5
"L1FLnI_5p14.1h",1,7
"L1FLnI_5p13.3a",1,0
"L1FLnI_5p13.3r",1,0
"L1FLnI_5p13.3v",1,6
"L1FLnI_5p13.2i",1,1
"L1FLnI_5p13.2j",1,7
"L1FLnI_5p13.2l",1,0
"L1FLnI_5p13.2ea",1,0
"L1FLnI_5p13.1j",1,0
"L1FLnI_5p13.1m",1,0
"L1FLnI_5p13.1ba",1,1
"L1FLnI_5p12b",1,3
"L1FLnI_5p12c",1,7
"L1FLnI_5p12i",1,36
"L1FLnI_5p12q",1,1
"L1FLnI_5p12x",1,3
"L1FLnI_5p12ga",1,3
"L1FLnI_5q11.1n",1,2
"L1FLnI_5q11.2a",1,1
"L1FLnI_5q11.2p",1,1
"L1FLnI_5q11.2ha",1,6
"L1FLnI_5q11.2qa",1,5
"L1FLnI_5q12.2b",1,2
"L1FLnI_5q12.3d",1,1
"L1FLnI_5q12.3e",1,2
"L1FLnI_5q12.3p",1,2
"L1FLnI_5q13.3j",1,1
"L1FLnI_5q13.3l",1,1
"L1FLnI_5q13.3s",1,1
"L1FLnI_5q14.1r",1,4
"L1FLnI_5q14.1v",1,6
"L1FLnI_5q14.1x",1,7
"L1FLnI_5q14.1y",1,0
"L1FLnI_5q14.1z",1,1
"L1FLnI_5q14.2l",1,1
"L1FLnI_5q14.3da",1,0
"L1FLnI_5q15aa",1,3
"L1FLnI_5q21.1k",1,3
"L1FLnI_5q21.1q",1,0
"L1FLnI_5q21.1z",1,0
"L1FLnI_5q21.1ba",1,4
"L1FLnI_5q21.1da",1,1
"L1FLnI_5q21.2c",1,4
"L1FLnI_5q21.2d",1,6
"L1FLnI_5q21.3g",1,4
"L1FLnI_5q22.1e",1,2
"L1FLnI_5q22.1f",1,1
"L1FLnI_5q22.1g",1,3
"L1FLI_5q22.1",1,11
"L1FLnI_5q22.1m",1,3
"L1FLnI_5q22.1o",1,3
"L1FLnI_5q22.2a",1,2
"L1FLnI_5q22.3u",1,2
"L1FLnI_5q23.2e",1,5
"L1FLnI_5q23.3t",1,4
"L1FLnI_5q23.3u",1,14
"L1FLnI_5q23.3x",1,0
"L1FLnI_5q31.2a",1,1
"L1FLI_5q31.2",1,39
"L1FLnI_5q32f",1,17
"L1FLnI_5q32p",1,2
"L1FLnI_5q33.1l",1,10
"L1FLnI_5q33.1m",1,1
"L1FLnI_5q33.2b",1,0
"L1FLnI_5q33.2c",1,1
"L1FLnI_5q33.2e",1,1
"L1FLnI_5q33.2f",1,1
"L1FLnI_5q33.2g",1,1
"L1FLnI_5q33.2h",1,1
"L1FLnI_5q33.3n",1,2
"L1FLnI_5q34a",1,4
"L1FLnI_5q35.1h",1,5
"L1FLnI_5q35.2c",1,0
"L1FLnI_5q35.3j",1,2
"L1FLI_6p25.2",1,13
"L1FLnI_6p25.1d",1,56
"L1FLnI_6p22.3t",1,3
"L1FLnI_6p22.1k",1,12
"L1FLnI_6p21.2a",1,15
"L1FLnI_6p21.1a",1,0
"L1FLnI_6p21.1k",1,2
"L1FLnI_6p12.3ba",1,0
"L1FLnI_6p12.2f",1,3
"L1FLnI_6p12.2g",1,1
"L1FLnI_6p12.1p",1,3
"L1FLnI_6q13d",1,4
"L1FLnI_6q13u",1,0
"L1FLnI_6q13w",1,3
"L1FLnI_6q13ka",1,2
"L1FLnI_6q13xa",1,1
"L1FLnI_6q14.1i",1,0
"L1FLnI_6q14.1r",1,3
"L1FLnI_6q14.1s",1,0
"L1FLnI_6q14.1mb",1,2
"L1FLnI_6q14.1rb",1,1
"L1FLnI_6q14.2c",1,2
"L1FLnI_6q14.2i",1,0
"L1FLnI_6q14.3e",1,55
"L1FLnI_6q14.3f",1,0
"L1FLnI_6q14.3aa",1,1
"L1FLnI_6q14.3ma",1,1
"L1FLnI_6q14.3na",1,1
"L1FLnI_6q14.3ra",1,14
"L1FLnI_6q15n",1,4
"L1FLnI_6q16.1h",1,6
"L1FLnI_6q16.1r",1,3
"L1FLnI_6q16.2j",1,4
"L1FLnI_6q16.3s",1,0
"L1FLnI_6q16.3ha",1,1
"L1ORF2_6q16.3",1,11
"L1FLnI_6q21b",1,2
"L1ORF2_6q21a",1,1
"L1FLnI_6q21i",1,12
"L1FLnI_6q21o",1,2
"L1FLnI_6q21x",1,12
"L1FLnI_6q21da",1,8
"L1FLnI_6q22.31a",1,0
"L1FLnI_6q22.31k",1,4
"L1FLnI_6q22.31o",1,8
"L1FLnI_6q22.33a",1,0
"L1FLnI_6q22.33c",1,0
"L1FLnI_6q22.33g",1,2
"L1FLnI_6q22.33n",1,4
"L1FLnI_6q23.2a",1,2
"L1FLI_6q23.2",1,11
"L1FLnI_6q23.2o",1,2
"L1FLnI_6q23.2r",1,9
"L1FLnI_6q23.3f",1,3
"L1FLnI_6q24.1k",1,0
"L1FLnI_6q24.1p",1,6
"L1FLI_6q25.3",1,6
"L1FLnI_6q26e",1,6
"L1FLnI_6q26g",1,6
"L1FLnI_6q27f",1,22
"L1FLnI_6q27l",1,1
"L1FLnI_7p21.3d",1,4
"L1FLnI_7p21.3oa",1,0
"L1FLnI_7p21.3sa",1,2
"L1FLnI_7p21.2o",1,0
"L1FLnI_7p21.1e",1,0
"L1FLnI_7p21.1t",1,1
"L1FLnI_7p21.1v",1,1
"L1FLnI_7p21.1x",1,1
"L1FLnI_7p15.3o",1,2
"L1FLnI_7p15.2b",1,6
"L1FLnI_7p14.3n",1,0
"L1FLnI_7p14.3t",1,7
"L1FLnI_7p14.1n",1,0
"L1FLnI_7p13f",1,8
"L1ORF2_7p12.3",1,6
"L1FLnI_7p11.2k",1,5
"L1FLnI_7p11.2m",1,8
"L1FLnI_7q11.1d",1,11
"L1FLnI_7q11.21u",1,8
"L1FLnI_7q11.23c",1,0
"L1FLnI_7q21.11r",1,5
"L1FLnI_7q21.11ha",1,0
"L1FLnI_7q21.11sa",1,0
"L1FLnI_7q21.2i",1,8
"L1FLnI_7q21.2m",1,2
"L1FLI_7q21.3",1,6
"L1FLnI_7q21.3d",1,0
"L1FLnI_7q21.3n",1,6
"L1FLnI_7q21.3s",1,7
"L1FLnI_7q22.1f",1,13
"L1FLnI_7q22.3e",1,1
"L1FLnI_7q31.1j",1,1
"L1FLnI_7q31.1l",1,3
"L1FLnI_7q31.1r",1,0
"L1FLnI_7q31.1v",1,2
"L1FLI_7q31.1a",1,12
"L1FLnI_7q31.1z",1,0
"L1FLnI_7q31.1ba",1,6
"L1ORF2_7q31.1",1,8
"L1FLnI_7q31.2d",1,0
"L1FLnI_7q31.31g",1,0
"L1FLnI_7q31.32n",1,10
"L1FLnI_7q32.2b",1,6
"L1FLnI_7q34j",1,0
"L1FLnI_7q35m",1,5
"L1FLnI_7q35n",1,7
"L1FLnI_7q35r",1,24
"L1FLnI_7q36.1n",1,6
"L1FLnI_7q36.2a",1,0
"L1FLnI_7q36.2b",1,1
"L1FLnI_8p23.3b",1,5
"L1FLnI_8p23.3c",1,5
"L1FLnI_8p23.3h",1,11
"L1FLnI_8p23.2n",1,5
"L1FLnI_8p23.1c",1,5
"L1FLnI_8p23.1g",1,2
"L1FLnI_8p21.2f",1,6
"L1FLnI_8p12x",1,4
"L1FLnI_8p12ca",1,1
"L1FLnI_8p11.23a",1,0
"L1FLnI_8p11.21e",1,0
"L1FLnI_8p11.21g",1,0
"L1FLnI_8q11.21h",1,1
"L1FLnI_8q11.21y",1,0
"L1FLnI_8q11.23d",1,3
"L1FLnI_8q12.1e",1,4
"L1FLnI_8q12.1ha",1,7
"L1FLnI_8q12.3s",1,0
"L1FLnI_8q12.3y",1,65
"L1FLnI_8q13.1f",1,0
"L1FLnI_8q13.1g",1,0
"L1FLnI_8q13.2e",1,7
"L1FLnI_8q13.2g",1,8
"L1FLnI_8q13.2n",1,6
"L1FLnI_8q21.11l",1,1
"L1FLnI_8q21.11p",1,2
"L1FLnI_8q21.12",1,0
"L1FLnI_8q21.13j",1,2
"L1FLnI_8q21.13fa",1,1
"L1FLnI_8q21.13ma",1,0
"L1FLnI_8q21.3h",1,3
"L1FLnI_8q21.3j",1,4
"L1FLnI_8q21.3u",1,6
"L1FLnI_8q21.3pa",1,10
"L1FLnI_8q21.3ua",1,1
"L1FLnI_8q22.1w",1,0
"L1FLnI_8q22.1y",1,2
"L1FLnI_8q22.3t",1,0
"L1FLnI_8q23.1n",1,13
"L1FLnI_8q23.1o",1,2
"L1FLnI_8q23.1q",1,3
"L1FLnI_8q23.1z",1,1
"L1FLnI_8q23.3g",1,0
"L1FLnI_8q23.3o",1,0
"L1FLnI_8q23.3t",1,2
"L1FLnI_8q23.3x",1,64
"L1FLnI_8q23.3ba",1,0
"L1FLnI_8q24.12a",1,18
"L1FLnI_8q24.12s",1,3
"L1FLnI_8q24.12u",1,3
"L1FLnI_8q24.13k",1,1
"L1FLnI_8q24.21i",1,5
"L1FLnI_8q24.21o",1,8
"L1FLnI_8q24.22f",1,79
"L1FLnI_9p24.3l",1,1
"L1FLnI_9p24.2k",1,2
"L1FLnI_9p24.1d",1,7
"L1FLnI_9p24.1j",1,2
"L1FLnI_9p24.1o",1,5
"L1FLnI_9p23t",1,0
"L1FLnI_9p23ba",1,3
"L1FLnI_9p22.3d",1,1
"L1FLnI_9p22.3i",1,0
"L1FLnI_9p22.3o",1,2
"L1FLnI_9p22.2e",1,6
"L1FLnI_9p21.3k",1,0
"L1FLnI_9p21.3w",1,1
"L1FLnI_9p21.3ea",1,6
"L1FLnI_9p21.3ka",1,1
"L1FLnI_9p21.2j",1,0
"L1FLnI_9p21.1c",1,1
"L1FLnI_9p21.1ca",1,5
"L1FLnI_9p13.3c",1,1
"L1FLnI_9q21.11j",1,0
"L1FLnI_9q21.13p",1,7
"L1FLnI_9q21.31c",1,7
"L1FLnI_9q21.31k",1,0
"L1FLnI_9q21.33h",1,0
"L1FLnI_9q21.33o",1,4
"L1FLnI_9q22.2d",1,1
"L1FLnI_9q22.31c",1,15
"L1FLnI_9q22.31h",1,7
"L1FLI_9q22.32",1,5
"L1FLnI_9q22.33c",1,5
"L1FLnI_9q22.33j",1,8
"L1FLnI_9q31.2j",1,1
"L1FLnI_9q33.1p",1,4
"L1FLnI_9q33.2a",1,11
"L1FLnI_9q33.2d",1,5
"L1FLnI_10p15.3a",1,4
"L1FLnI_10p15.2",1,0
"L1FLnI_10p15.1d",1,22
"L1FLnI_10p14e",1,3
"L1ORF2_10p14",1,9
"L1FLnI_10p13e",1,0
"L1FLnI_10p13h",1,4
"L1FLnI_10p12.31g",1,7
"L1FLnI_10p12.31k",1,0
"L1FLnI_10p12.31m",1,0
"L1FLnI_10p12.31x",1,2
"L1FLnI_10p12.2j",1,5
"L1FLnI_10p12.1c",1,11
"L1FLnI_10p12.1k",1,1
"L1FLnI_10p11.22r",1,1
"L1FLI_10p11.22",1,5
"L1FLnI_10p11.1f",1,0
"L1FLnI_10p11.1i",1,8
"L1FLnI_10q11.21q",1,0
"L1FLnI_10q11.23a",1,1
"L1FLnI_10q11.23b",1,2
"L1FLnI_10q21.1a",1,2
"L1FLnI_10q21.1c",1,2
"L1FLnI_10q21.1ba",1,1
"L1FLnI_10q21.1ra",1,0
"L1FLnI_10q21.1ta",1,0
"L1FLnI_10q21.3j",1,1
"L1FLnI_10q21.3ba",1,3
"L1FLnI_10q21.3ca",1,0
"L1FLnI_10q22.3d",1,0
"L1FLnI_10q22.3l",1,0
"L1FLnI_10q23.1g",1,3
"L1FLnI_10q23.31t",1,4
"L1FLnI_10q23.31w",1,2
"L1FLnI_10q23.32g",1,0
"L1FLnI_10q23.33d",1,3
"L1FLnI_10q23.33h",1,7
"L1FLI_10q24.2",1,4
"L1FLnI_10q25.1a",1,6
"L1FLnI_10q25.1f",1,1
"L1FLnI_10q25.1da",1,1
"L1FLnI_10q25.1ia",1,3
"L1FLnI_10q25.2b",1,9
"L1FLnI_10q25.2f",1,9
"L1FLnI_10q25.2h",1,4
"L1FLnI_10q25.3d",1,1
"L1FLnI_10q26.12b",1,5
"L1FLnI_11p15.4u",1,1
"L1FLnI_11p15.4z",1,6
"L1FLnI_11p15.3l",1,1
"L1FLnI_11p15.2u",1,0
"L1FLnI_11p15.1a",1,44
"L1FLnI_11p15.1i",1,0
"L1FLnI_11p15.1w",1,5
"L1FLnI_11p15.1x",1,1
"L1FLnI_11p14.3f",1,5
"L1FLnI_11p14.3m",1,0
"L1FLnI_11p14.3ba",1,0
"L1FLnI_11p14.3ja",1,6
"L1FLnI_11p14.1a",1,7
"L1FLnI_11p14.1x",1,2
"L1FLnI_11p13h",1,0
"L1FLnI_11p13j",1,0
"L1FLnI_11p12v",1,0
"L1FLnI_11p12x",1,0
"L1FLnI_11p12aa",1,1
"L1FLnI_11p12fa",1,1
"L1FLnI_11p12ua",1,1
"L1FLnI_11p11.2i",1,0
"L1FLnI_11p11.2n",1,1
"L1FLnI_11p11.12j",1,0
"L1FLnI_11q11l",1,1
"L1FLnI_11q12.1i",1,0
"L1FLnI_11q12.1j",1,0
"L1FLnI_11q12.1m",1,12
"L1FLnI_11q12.1s",1,0
"L1FLnI_11q14.1c",1,4
"L1FLnI_11q14.1v",1,5
"L1FLnI_11q14.1ea",1,0
"L1FLnI_11q14.2c",1,3
"L1FLnI_11q14.2v",1,2
"L1FLnI_11q14.3j",1,9
"L1FLnI_11q21e",1,1
"L1FLnI_11q21k",1,4
"L1FLI_11q21c",1,9
"L1FLnI_11q21y",1,5
"L1FLnI_11q22.1y",1,5
"L1FLnI_11q22.1aa",1,8
"L1FLnI_11q22.1ea",1,0
"L1FLnI_11q22.1ma",1,9
"L1FLnI_11q22.1na",1,6
"L1FLnI_11q22.3b",1,1
"L1FLI_11q22.3",1,4
